"","ResponseID","Mode","Auditory","Gender","Age_1","competence","intelligence","thoughtful","composite_intellect","humanness","novel","unique","composite_novelty","Stimulus","RecommendationFollowed"
"2765","R_1QzmwBMxyMvSJYT","Visual-Handwritten",0,1,36,2,3,1,2,2,1,1,1,"Restaurant",0
"2766","R_sd2s7d8Pjmx0vTj","Auditory-Computer",1,1,33,8,7,7,7.33333333333333,7,7,9,8,"Restaurant",1
"2767","R_3CASddQaqC9gdIE","Auditory-Computer",1,1,39,4,5,5,4.66666666666667,4,5,6,5.5,"Restaurant",1
"2768","R_1gkykjDRn7M1riE","Auditory-Human",1,2,30,4,6,5,5,4,5,5,5,"Restaurant",1
"2769","R_3dKQjWeRVr2nlEx","Visual-Handwritten",0,1,40,6,5,6,5.66666666666667,5,4,4,4,"Restaurant",0
"2770","R_2R9VTRsLUyA31xU","Visual-Handwritten",0,2,42,9,8,9,8.66666666666667,9,9,9,9,"Restaurant",0
"2771","R_3OqZEj57vHO9RG3","Auditory-Human",1,2,33,4,5,6,5,6,7,7,7,"Restaurant",1
"2772","R_3KqjjQw975P9sYX","Auditory-Human",1,2,22,8,7,6,7,2,1,1,1,"Restaurant",0
"2773","R_3elidW1jz4rMwMv","Auditory-Computer",1,2,21,6,5,6,5.66666666666667,6,5,5,5,"Restaurant",0
"2774","R_1Cr7kenKwnRAHBI","Auditory-Human",1,1,18,4,6,5,5,5,4,4,4,"Restaurant",0
"2775","R_ZBK7YE4EgPk7Xod","Auditory-Computer",1,1,27,4,5,5,4.66666666666667,7,5,3,4,"Restaurant",0
"2776","R_rjuxJaGBDs3Wdpf","Auditory-Human",1,1,22,4,5,4,4.33333333333333,2,7,6,6.5,"Restaurant",0
"2777","R_2ZKM5z6zlfcOl10","Visual-Handwritten",0,1,55,7,7,8,7.33333333333333,3,9,6,7.5,"Restaurant",0
"2778","R_D7fI9SOae53MsPn","Auditory-Human",1,2,23,5,5,5,5,5,5,5,5,"Restaurant",1
"2779","R_11Yl7lPbsIPujWY","Auditory-Human",1,1,54,2,4,2,2.66666666666667,8,2,3,2.5,"Restaurant",0
"2780","R_3HGN8zl7SDPDEkz","Auditory-Computer",1,2,37,9,8,9,8.66666666666667,9,6,6,6,"Restaurant",1
"2781","R_2y4aA0DAcPbawNQ","Visual-Handwritten",0,1,30,1,1,1,1,1,2,3,2.5,"Restaurant",0
"2782","R_30ePRMoGkyhnui1","Auditory-Computer",1,1,67,8,8,8,8,1,1,1,1,"Restaurant",1
"2783","R_1MM42lUYUjQCb20","Visual-Handwritten",0,2,37,4,5,1,3.33333333333333,5,2,2,2,"Restaurant",1
"2784","R_3LhuOPBZMM1crn9","Visual-Handwritten",0,2,23,7,7,8,7.33333333333333,5,5,6,5.5,"Restaurant",1
"2785","R_oYIERpQlpjHXeNz","Auditory-Computer",1,1,33,4,4,4,4,1,6,6,6,"Restaurant",0
"2786","R_1q39BXjcrWJO6UO","Auditory-Human",1,2,20,5,5,3,4.33333333333333,7,6,1,3.5,"Restaurant",0
"2787","R_2RWEhjBS90tj6m9","Auditory-Human",1,1,19,5,6,7,6,8,6,3,4.5,"Restaurant",1
"2788","R_2CUN3CTzx81iczr","Auditory-Human",1,1,29,7,7,7,7,8,5,6,5.5,"Restaurant",1
"2789","R_1pWnSJ3D2Yqwvnh","Auditory-Human",1,2,35,7,5,6,6,6,5,6,5.5,"Restaurant",0
"2790","R_3sjiMyUQFHE3NhS","Auditory-Human",1,2,35,6,7,5,6,7,5,5,5,"Restaurant",0
"2791","R_tW1FfeXQyV0crND","Visual-Handwritten",0,2,34,4,4,3,3.66666666666667,3,2,2,2,"Restaurant",0
"2792","R_xlquSDAvG6gPLBn","Auditory-Human",1,2,30,4,6,5,5,2,5,5,5,"Restaurant",0
"2793","R_AKSwnMxsFvpv8hX","Visual-Handwritten",0,1,48,7,7,7,7,7,7,7,7,"Restaurant",1
"2794","R_PYabTQXbxCNvRex","Visual-Handwritten",0,2,38,4,3,2,3,1,3,4,3.5,"Restaurant",0
"2795","R_3ktaRukVG1j7w0p","Visual-Handwritten",0,2,22,7,7,7,7,7,8,8,8,"Restaurant",1
"2796","R_RgnzzwdTI1ctunL","Visual-Handwritten",0,2,40,7,7,7,7,8,8,8,8,"Restaurant",0
"2797","R_24fayZw2d3rNcFh","Visual-Handwritten",0,2,35,9,9,9,9,6,8,8,8,"Restaurant",1
"2798","R_334kUwFDimF50Yo","Auditory-Human",1,1,30,3,5,4,4,3,3,4,3.5,"Restaurant",0
"2799","R_1mwm0XCblfQe1GK","Auditory-Human",1,2,22,7,8,8,7.66666666666667,8,7,8,7.5,"Restaurant",1
"2800","R_2CCJjsdDssBRg0K","Auditory-Human",1,1,31,8,8,8,8,9,5,5,5,"Restaurant",0
"2801","R_3KUZXIIQUef9Ixc","Visual-Handwritten",0,1,20,5,5,3,4.33333333333333,2,5,1,3,"Restaurant",1
"2802","R_2D5odScS8iZRvyb","Auditory-Computer",1,2,22,6,6,5,5.66666666666667,6,2,3,2.5,"Restaurant",0
"2803","R_3jVUJ14pDwQ0JrT","Visual-Handwritten",0,1,38,4,4,5,4.33333333333333,8,5,6,5.5,"Restaurant",0
"2804","R_2y2TuFohZDsMNko","Visual-Handwritten",0,2,35,9,9,9,9,9,9,9,9,"Restaurant",0
"2805","R_1js73LW7SOs48EV","Auditory-Computer",1,2,29,4,4,3,3.66666666666667,3,5,5,5,"Restaurant",0
"2806","R_2EsAZjnyvFbiRNw","Auditory-Computer",1,2,18,8,9,7,8,1,7,9,8,"Restaurant",1
"2807","R_2xKm3npswQTl94d","Visual-Handwritten",0,2,38,6,5,5,5.33333333333333,3,7,6,6.5,"Restaurant",0
"2808","R_1FlyURAxwxAyWhl","Auditory-Computer",1,2,27,5,5,3,4.33333333333333,2,2,2,2,"Restaurant",0
"2809","R_26fDi45A55lemlM","Auditory-Computer",1,2,50,5,5,5,5,2,1,1,1,"Restaurant",0
"2810","R_WpVb9lDcoXOZz0d","Visual-Handwritten",0,2,20,9,8,8,8.33333333333333,3,1,7,4,"Restaurant",0
"2811","R_1jBVXZs7cS58XsD","Auditory-Human",1,1,38,5,5,5,5,5,5,6,5.5,"Restaurant",1
"2812","R_Dpo8vMuXgYn7NPr","Visual-Handwritten",0,2,19,4,5,4,4.33333333333333,3,6,3,4.5,"Restaurant",0
"2813","R_2aEwHVw3FSik7uS","Auditory-Computer",1,2,20,4,3,5,4,1,7,7,7,"Restaurant",0
"2814","R_0emDvOCbCBFNprr","Auditory-Human",1,1,26,5,5,5,5,7,2,2,2,"Restaurant",1
"2815","R_25SC6FZ3KSP8Dhr","Auditory-Human",1,2,30,6,7,6,6.33333333333333,8,4,4,4,"Restaurant",0
"2816","R_3luyV6bb9fdWyGU","Visual-Handwritten",0,1,23,7,7,5,6.33333333333333,3,7,7,7,"Restaurant",0
"2817","R_XOqa8qBRBV1jzAl","Auditory-Human",1,1,46,7,6,7,6.66666666666667,5,7,7,7,"Restaurant",1
"2818","R_3MhC9VWYRRfBoh7","Auditory-Computer",1,1,24,4,4,5,4.33333333333333,5,4,5,4.5,"Restaurant",1
"2819","R_2fm4pVuRH8Qa8KT","Auditory-Computer",1,2,52,1,1,1,1,1,1,1,1,"Restaurant",0
"2820","R_3O3pE5Yurfgh75O","Auditory-Computer",1,2,26,5,5,3,4.33333333333333,1,4,7,5.5,"Restaurant",0
"2821","R_Tjzcy5FpAwcyIDv","Auditory-Computer",1,2,22,8,7,2,5.66666666666667,5,9,9,9,"Restaurant",1
"2822","R_3eaHha2MDGAPW1Y","Auditory-Computer",1,3,21,6,7,7,6.66666666666667,4,6,6,6,"Restaurant",0
"2823","R_3oyxgHmAoAEUhKY","Auditory-Human",1,2,22,4,4,3,3.66666666666667,9,6,7,6.5,"Restaurant",0
"2824","R_zbPNIarUORdREw9","Auditory-Computer",1,2,45,5,6,6,5.66666666666667,1,4,4,4,"Restaurant",0
"2825","R_sRRpcyLZKHiY2LD","Visual-Handwritten",0,2,40,9,9,9,9,1,9,9,9,"Restaurant",1
"2826","R_2rG6p2wox7WAVNW","Auditory-Human",1,1,34,5,5,6,5.33333333333333,7,5,5,5,"Restaurant",1
"2827","R_2uDpoVhnDEvsOSI","Auditory-Human",1,1,30,9,9,9,9,7,9,8,8.5,"Restaurant",1
"2828","R_stxtKUZdB0VI1qN","Auditory-Computer",1,1,28,9,9,9,9,9,8,9,8.5,"Restaurant",1
"2829","R_CdXS8ZzKO9foPgR","Auditory-Human",1,1,27,1,2,1,1.33333333333333,7,5,5,5,"Restaurant",0
"2830","R_2YMyzqXyXcE8ffz","Auditory-Human",1,2,32,4,5,5,4.66666666666667,4,7,4,5.5,"Restaurant",0
"2831","R_pGHR9UUQu5V3Zpn","Visual-Handwritten",0,1,23,8,6,7,7,8,7,7,7,"Restaurant",1
"2832","R_yz3TdkWr0kMq6K5","Auditory-Human",1,1,33,8,8,9,8.33333333333333,8,8,8,8,"Restaurant",1
"2833","R_3qTMcQ7BtZaONqF","Visual-Handwritten",0,2,35,7,7,7,7,7,7,7,7,"Restaurant",0
"2834","R_3RlpkVRZkILPWZF","Visual-Handwritten",0,1,26,5,5,5,5,5,4,4,4,"Restaurant",0
"2835","R_3Gwu5KqEaDUCJvy","Auditory-Computer",1,1,30,8,8,6,7.33333333333333,2,7,5,6,"Restaurant",0
"2836","R_1InOnhPUWin2gxn","Visual-Handwritten",0,2,19,3,5,5,4.33333333333333,5,3,6,4.5,"Restaurant",0
"2837","R_3HGj2d4ZBzWg4Ow","Auditory-Human",1,2,30,9,9,9,9,9,7,6,6.5,"Restaurant",1
"2838","R_eVSVfG73KLl4G1X","Visual-Handwritten",0,2,40,4,6,4,4.66666666666667,3,5,5,5,"Restaurant",0
"2839","R_u9flbQkWA4RyLoB","Visual-Handwritten",0,1,20,2,4,4,3.33333333333333,9,2,1,1.5,"Restaurant",1
"2840","R_1FJrmlf9nPHA7mK","Auditory-Computer",1,1,24,7,8,6,7,4,8,8,8,"Restaurant",0
"2841","R_1dLwpNLsMTFo5hl","Visual-Handwritten",0,1,30,6,8,8,7.33333333333333,6,4,6,5,"Restaurant",0
"2842","R_YWgpUUPZ9qYP8Qh","Visual-Handwritten",0,1,48,6,5,6,5.66666666666667,5,6,6,6,"Restaurant",1
"2843","R_Qc8o9Px25P1dAdP","Auditory-Human",1,2,18,7,8,5,6.66666666666667,8,8,7,7.5,"Restaurant",1
"2844","R_2CZmRGV7t8HUrrK","Auditory-Computer",1,2,29,5,6,6,5.66666666666667,6,5,6,5.5,"Restaurant",1
"2845","R_32OR620ZKaB6zn7","Visual-Handwritten",0,1,40,6,6,6,6,5,3,3,3,"Restaurant",0
"2846","R_yqAI2iqA5ahjon7","Auditory-Computer",1,1,30,7,7,8,7.33333333333333,3,7,6,6.5,"Restaurant",1
"2847","R_3Pt422Pq1iWn94a","Auditory-Computer",1,1,18,2,3,2,2.33333333333333,7,8,2,5,"Restaurant",0
"2848","R_5iDSWujhoCkmEz7","Visual-Handwritten",0,2,19,6,5,6,5.66666666666667,6,3,4,3.5,"Restaurant",0
"2849","R_3ktuohImSejYy7T","Auditory-Human",1,1,28,9,9,5,7.66666666666667,5,1,1,1,"Restaurant",0
"2850","R_33CMEmM0320SPJV","Auditory-Human",1,2,58,5,5,5,5,5,1,1,1,"Restaurant",0
"2851","R_1ghCxTLCjNfbcoo","Auditory-Human",1,1,27,5,5,5,5,9,2,2,2,"Restaurant",0
"2852","R_1Cr66ivv3vCJquq","Visual-Handwritten",0,1,19,4,5,6,5,6,6,6,6,"Restaurant",0
"2853","R_1ibwmUlPKNdKHsM","Auditory-Human",1,1,31,2,3,4,3,2,1,1,1,"Restaurant",0
"2854","R_3hEbHLxJSRYR0Gv","Auditory-Computer",1,2,32,7,5,5,5.66666666666667,4,2,5,3.5,"Restaurant",0
"2855","R_1fZUAoH5YJK7m3W","Auditory-Computer",1,2,51,6,6,2,4.66666666666667,1,2,2,2,"Restaurant",0
"2856","R_3ptkfYv0GLixdZy","Visual-Handwritten",0,1,26,6,6,7,6.33333333333333,6,7,7,7,"Restaurant",0
"2857","R_3IUPWZCydfVInex","Auditory-Computer",1,2,22,5,5,1,3.66666666666667,4,3,1,2,"Restaurant",0
"2858","R_20MwbrETRZO5BB0","Auditory-Computer",1,1,31,5,3,3,3.66666666666667,8,4,4,4,"Restaurant",1
"2859","R_3e9PQ3VFxE7DKjL","Auditory-Computer",1,2,38,7,7,7,7,2,7,7,7,"Restaurant",1
"2860","R_3HBR6VJzJg1tOei","Auditory-Human",1,1,19,4,4,6,4.66666666666667,9,4,3,3.5,"Restaurant",1
"2861","R_3Icvy1oiGlWI2im","Auditory-Computer",1,2,36,7,7,7,7,5,5,6,5.5,"Restaurant",1
"2862","R_2cvIyon8vWUaW3v","Auditory-Computer",1,2,32,4,6,6,5.33333333333333,1,3,3,3,"Restaurant",0
"2863","R_31FvZB5nDG2S6s8","Auditory-Computer",1,1,65,4,4,4,4,5,3,3,3,"Restaurant",0
"2864","R_1GCZHxOPIlBPSsE","Auditory-Human",1,1,31,6,6,5,5.66666666666667,5,6,6,6,"Restaurant",0
"2865","R_2pKsXauIKiOibrR","Visual-Handwritten",0,2,26,5,5,6,5.33333333333333,4,6,3,4.5,"Restaurant",0
"2866","R_1Ka401Vlm4ae9va","Visual-Handwritten",0,2,47,5,5,5,5,5,1,1,1,"Restaurant",0
"2867","R_3exHZ4kud7pxR7A","Auditory-Computer",1,1,22,7,7,7,7,2,6,5,5.5,"Restaurant",1
"2868","R_r8cHUYunJBeP7kl","Auditory-Human",1,2,20,9,7,7,7.66666666666667,5,5,5,5,"Restaurant",0
"2869","R_2q3ocnUtq0guYY2","Auditory-Human",1,2,64,8,5,5,6,8,5,5,5,"Restaurant",1
"2870","R_1FKiySVYGlgOQ8U","Auditory-Computer",1,1,33,5,5,6,5.33333333333333,5,6,6,6,"Restaurant",0
"2871","R_1Qo3Gooyw8DV11I","Auditory-Computer",1,2,29,5,5,1,3.66666666666667,5,7,7,7,"Restaurant",0
"2872","R_O83psokqhtoN9nz","Auditory-Human",1,2,26,7,7,8,7.33333333333333,6,6,7,6.5,"Restaurant",0
"2873","R_eg32Ez1wbo9k3vP","Visual-Handwritten",0,3,25,9,6,7,7.33333333333333,6,8,2,5,"Restaurant",1
"2874","R_8wuXAm8CPhFOTJf","Auditory-Computer",1,1,25,3,4,7,4.66666666666667,4,6,3,4.5,"Restaurant",0
"2875","R_8dhPUsfyQy45TMt","Visual-Handwritten",0,1,41,6,6,5,5.66666666666667,7,5,4,4.5,"Restaurant",1
"2876","R_xbHiorechMqKF5D","Auditory-Human",1,1,22,5,4,3,4,2,3,4,3.5,"Restaurant",0
"2877","R_3GrL70aVMU5hgJ3","Auditory-Human",1,2,61,5,5,5,5,9,6,6,6,"Restaurant",1
"2878","R_1rNSkRSFKu3P33l","Auditory-Human",1,1,32,5,5,5,5,5,1,1,1,"Restaurant",1
"2879","R_sA7WX5KerA42Bqx","Auditory-Human",1,1,45,9,7,9,8.33333333333333,9,8,9,8.5,"Restaurant",0
"2880","R_1dEK8vdWlmEAjTR","Visual-Handwritten",0,1,30,8,9,8,8.33333333333333,8,7,8,7.5,"Restaurant",1
"2881","R_1E9SxSK88DAGsVz","Visual-Handwritten",0,1,30,6,5,7,6,5,6,7,6.5,"Restaurant",0
"2882","R_1HcVl32mpitmQAQ","Visual-Handwritten",0,1,28,7,8,7,7.33333333333333,7,8,6,7,"Restaurant",1
"2883","R_1K106WXfjxEQaKk","Auditory-Computer",1,1,42,7,8,7,7.33333333333333,6,7,7,7,"Restaurant",1
"2884","R_3D5zWH1lVft3Cd2","Auditory-Computer",1,2,49,3,3,1,2.33333333333333,1,7,1,4,"Restaurant",0
"2885","R_2WI7Z5L5IZstXXM","Auditory-Computer",1,2,23,2,2,3,2.33333333333333,1,2,2,2,"Restaurant",0
"2886","R_3kNtNGhbEY8sYxR","Visual-Handwritten",0,1,38,5,5,5,5,1,9,9,9,"Restaurant",0
"2887","R_2WYKz6BMumDcVc6","Visual-Handwritten",0,2,20,6,7,9,7.33333333333333,7,3,6,4.5,"Restaurant",0
"2888","R_1q22yz2pOFpIuNj","Visual-Handwritten",0,2,20,4,6,3,4.33333333333333,3,1,1,1,"Restaurant",0
"2889","R_3LZkPqX89bsrP7P","Visual-Handwritten",0,2,34,5,4,5,4.66666666666667,5,5,7,6,"Restaurant",1
"2890","R_xFxMka0CEgh5Kwh","Visual-Handwritten",0,1,19,4,3,4,3.66666666666667,9,3,3,3,"Restaurant",0
"2891","R_ymVgpnnufeZKH5L","Visual-Handwritten",0,1,28,5,5,8,6,7,1,1,1,"Restaurant",0
"2892","R_31KtiwYQxL8gwyY","Auditory-Human",1,2,19,4,7,9,6.66666666666667,9,6,6,6,"Restaurant",0
"2893","R_1JJcwYNlTtWlM7c","Visual-Handwritten",0,2,37,5,5,5,5,2,5,5,5,"Restaurant",0
"2894","R_3KPme2J9aemWRce","Auditory-Human",1,2,50,5,5,5,5,8,7,7,7,"Restaurant",0
"2895","R_2sTRLQFrZAcY14r","Auditory-Human",1,2,22,6,6,6,6,9,7,7,7,"Restaurant",1
"2896","R_3nxvJxpvSLSzKs5","Auditory-Human",1,1,22,7,6,7,6.66666666666667,9,4,3,3.5,"Restaurant",1
"2897","R_3oHh7vSfA9RIysb","Auditory-Human",1,1,20,8,8,8,8,5,6,6,6,"Restaurant",0
"2898","R_Tim0zJxOKrxF5qF","Auditory-Human",1,1,19,7,7,8,7.33333333333333,5,6,6,6,"Restaurant",0
"2899","R_Q3pZSaX4fgvdML7","Auditory-Computer",1,1,56,3,1,4,2.66666666666667,3,1,1,1,"Restaurant",0
"2900","R_1ff2g98lqU2EiBW","Auditory-Computer",1,1,22,7,7,5,6.33333333333333,2,1,1,1,"Restaurant",0
"2901","R_2dsTRoabpLwAN9X","Auditory-Computer",1,1,20,1,1,1,1,1,2,1,1.5,"Restaurant",0
"2902","R_Zq0qK0LbELqvJ1T","Auditory-Human",1,2,26,5,5,5,5,7,6,6,6,"Restaurant",0
"2903","R_WAH5cHAioGK8ijL","Auditory-Computer",1,2,68,5,5,5,5,7,7,7,7,"Restaurant",0
"2904","R_3hb9G6m2qZ8si7g","Auditory-Human",1,2,23,7,7,7,7,6,6,6,6,"Restaurant",1
"2905","R_8Hedq1hq5TcC5Xz","Auditory-Computer",1,2,28,5,7,4,5.33333333333333,2,2,4,3,"Restaurant",0
"2906","R_3oR379sKbEA5cI3","Visual-Handwritten",0,2,43,6,6,6,6,5,6,3,4.5,"Restaurant",0
"2907","R_7UkBHsM2buEweUF","Visual-Handwritten",0,1,18,6,6,6,6,6,5,3,4,"Restaurant",0
"2908","R_2t42fVxPm2JGnzW","Auditory-Computer",1,2,30,9,8,8,8.33333333333333,1,8,8,8,"Restaurant",1
"2909","R_1KdompwYqEx242P","Visual-Handwritten",0,3,21,4,5,6,5,5,1,2,1.5,"Restaurant",1
"2910","R_3g746aaS5ZNlilj","Auditory-Computer",1,1,47,5,4,5,4.66666666666667,2,6,6,6,"Restaurant",0
"2911","R_1eqrsAxQNudmJZl","Auditory-Computer",1,2,45,6,6,6,6,5,5,5,5,"Restaurant",0
"2912","R_3G3RLTJE8uttLrb","Visual-Handwritten",0,2,18,5,5,5,5,4,5,5,5,"Restaurant",0
"2913","R_2uHxbgH3ayHezfG","Auditory-Computer",1,1,32,4,5,4,4.33333333333333,3,7,4,5.5,"Restaurant",0
"2914","R_yCHU3u23bAph0zL","Auditory-Human",1,2,21,5,4,2,3.66666666666667,3,1,1,1,"Restaurant",0
"2915","R_3lKfoNklwUpefkE","Auditory-Computer",1,1,18,6,6,7,6.33333333333333,5,7,6,6.5,"Restaurant",0
"2916","R_1n7UWY9KJmzrx6J","Visual-Handwritten",0,1,34,5,5,5,5,5,6,6,6,"Restaurant",0
"2917","R_1jlflkmGuvqXTO9","Auditory-Computer",1,2,20,6,6,5,5.66666666666667,1,1,1,1,"Restaurant",1
"2918","R_3fqPFrKOq21yMWH","Auditory-Computer",1,1,25,7,7,7,7,6,8,9,8.5,"Restaurant",0
"2919","R_25mlKlX2OCLQVqN","Auditory-Computer",1,1,45,7,7,7,7,7,7,7,7,"Restaurant",1
"2920","R_5Asol4UY0yYSiul","Auditory-Computer",1,1,23,2,2,2,2,3,2,2,2,"Restaurant",0
"2921","R_1LiHkk9rG21pLUS","Visual-Handwritten",0,1,27,7,8,4,6.33333333333333,8,6,7,6.5,"Restaurant",1
"2922","R_2zGgciwXD6BBzeY","Auditory-Computer",1,1,29,4,5,5,4.66666666666667,5,7,7,7,"Restaurant",0
"2923","R_1iargdAes4No4bo","Visual-Handwritten",0,1,37,3,5,3,3.66666666666667,1,1,1,1,"Restaurant",1
"2924","R_1M5q2o9Zq6AiX6W","Visual-Handwritten",0,1,29,5,5,1,3.66666666666667,5,5,5,5,"Restaurant",0
"2925","R_22xWDRRk6RxlBFi","Auditory-Human",1,1,26,8,7,8,7.66666666666667,4,6,4,5,"Restaurant",1
"2926","R_3lGHbRvJzl6SEbW","Auditory-Human",1,2,42,5,5,5,5,8,5,3,4,"Restaurant",0
"2927","R_54QUNsc3AF8RH6p","Auditory-Human",1,2,23,7,7,3,5.66666666666667,9,2,2,2,"Restaurant",1
"2928","R_3hEdrKAgwpImepy","Auditory-Human",1,1,20,6,6,7,6.33333333333333,7,5,1,3,"Restaurant",0
"2929","R_3G7G5ep3tNMXQu8","Auditory-Human",1,1,19,5,5,6,5.33333333333333,5,4,4,4,"Restaurant",1
"2930","R_0Aph6GhdGUKs3qp","Visual-Handwritten",0,1,34,4,4,6,4.66666666666667,6,4,4,4,"Restaurant",0
"2931","R_21dLeSS80Ql3Hes","Auditory-Computer",1,2,42,5,5,5,5,3,1,1,1,"Restaurant",0
"2932","R_2f9FyuJS55pkxVj","Visual-Handwritten",0,2,28,4,4,6,4.66666666666667,7,9,9,9,"Restaurant",0
"2933","R_0rqf8URvSG9qGCl","Visual-Handwritten",0,2,29,5,5,4,4.66666666666667,4,2,2,2,"Restaurant",0
"2934","R_1qdDIQ2GZZtqvnl","Auditory-Human",1,2,23,7,7,7,7,9,1,1,1,"Restaurant",0
"2935","R_2bPf9tlwFXEdnlf","Auditory-Human",1,1,32,9,8,9,8.66666666666667,9,8,7,7.5,"Restaurant",1
"2936","R_3OitpnQMPFCy6Wz","Auditory-Computer",1,2,27,5,5,1,3.66666666666667,2,1,1,1,"Restaurant",0
"2937","R_3R4lpudK8247LWz","Auditory-Computer",1,1,31,7,6,6,6.33333333333333,1,1,1,1,"Restaurant",1
"2938","R_278XgCALLXic1zp","Visual-Handwritten",0,2,29,7,7,8,7.33333333333333,9,1,1,1,"Restaurant",1
"2939","R_T7avFnKzLpjntL3","Auditory-Computer",1,2,24,3,2,1,2,8,5,1,3,"Restaurant",0
"2940","R_qIY4QdzquMgVbr3","Visual-Handwritten",0,1,23,4,5,5,4.66666666666667,4,6,6,6,"Restaurant",0
"2941","R_2DYKCrCPTnPOdq1","Visual-Handwritten",0,1,25,3,5,5,4.33333333333333,7,6,4,5,"Restaurant",1
"2942","R_1owgNMb0Wi5uudy","Visual-Handwritten",0,2,36,7,7,8,7.33333333333333,4,3,3,3,"Restaurant",0
"2943","R_3gYKWklwvCcYkee","Auditory-Human",1,1,21,3,3,5,3.66666666666667,6,5,3,4,"Restaurant",0
"2944","R_2Xif4uZd51rDrG3","Auditory-Human",1,1,73,5,5,5,5,7,1,1,1,"Restaurant",0
"2945","R_3fHHeZoXO2gayYi","Auditory-Computer",1,2,48,5,5,5,5,5,7,7,7,"Restaurant",0
"2946","R_3ozKckYOPuEMCHs","Visual-Handwritten",0,2,20,4,5,5,4.66666666666667,3,8,9,8.5,"Restaurant",0
"2947","R_2OOboRgvHINYWCa","Auditory-Human",1,1,36,7,6,7,6.66666666666667,7,5,5,5,"Restaurant",0
"2948","R_aVnYpqbufA7mayd","Auditory-Computer",1,1,24,3,2,1,2,2,2,2,2,"Restaurant",0
"2949","R_STVrpG3uF2OdFgR","Auditory-Computer",1,2,33,9,6,1,5.33333333333333,1,5,1,3,"Restaurant",0
"2950","R_2B9aKJEuQtL6G6s","Visual-Handwritten",0,2,27,9,9,9,9,1,9,9,9,"Restaurant",1
"2951","R_1IbFWH5axYdRWvU","Visual-Handwritten",0,1,19,6,6,5,5.66666666666667,7,5,3,4,"Restaurant",0
"2952","R_svXkB12DaiIVBcZ","Auditory-Computer",1,1,46,8,7,7,7.33333333333333,4,7,8,7.5,"Restaurant",1
"2953","R_2ouSgeKQIrDs88N","Visual-Handwritten",0,1,42,6,7,6,6.33333333333333,9,4,5,4.5,"Restaurant",1
"2954","R_11YrAys4zLLO7X5","Auditory-Computer",1,2,26,7,7,7,7,2,7,7,7,"Restaurant",0
"2955","R_3fZQaeM01XXSRRN","Visual-Handwritten",0,1,22,1,1,1,1,5,1,1,1,"Restaurant",0
"2956","R_2DLWdObGKTpjftY","Auditory-Human",1,2,62,7,7,7,7,5,7,7,7,"Restaurant",0
"2957","R_1dcW6xIojgU7CqO","Auditory-Human",1,1,27,6,7,7,6.66666666666667,7,6,7,6.5,"Restaurant",1
"2958","R_1jVeeMN8z8w2fc0","Auditory-Human",1,2,18,6,6,5,5.66666666666667,7,5,4,4.5,"Restaurant",0
"2959","R_3PSw4Lr2hbvOtmm","Visual-Handwritten",0,1,50,8,9,8,8.33333333333333,9,6,5,5.5,"Restaurant",1
"2960","R_2v0loOIyiOCLrQb","Visual-Handwritten",0,2,28,8,8,7,7.66666666666667,8,6,7,6.5,"Restaurant",1
"2961","R_110X7JCS1sXqnJz","Auditory-Human",1,1,25,6,6,6,6,7,6,6,6,"Restaurant",1
"2962","R_uknq4cntSzwCXkZ","Auditory-Human",1,1,34,7,7,8,7.33333333333333,7,7,6,6.5,"Restaurant",1
"2963","R_1Ng3fqxSU42pux2","Visual-Handwritten",0,1,29,4,5,5,4.66666666666667,5,4,4,4,"Restaurant",0
"2964","R_10qjiGhAo8T4g9u","Auditory-Computer",1,1,23,6,6,6,6,8,6,6,6,"Restaurant",1
"2965","R_3PSRXGbuUtZ2MPu","Auditory-Computer",1,2,32,6,6,6,6,6,7,6,6.5,"Restaurant",1
"2966","R_1dGKCYF7KBRY9WC","Auditory-Human",1,2,30,6,6,6,6,7,3,3,3,"Restaurant",1
"2967","R_1fgdePWQR058TKx","Visual-Handwritten",0,1,19,7,5,5,5.66666666666667,5,7,6,6.5,"Restaurant",0
"2968","R_2zdKymxGQfc0Vjj","Auditory-Human",1,2,57,9,8,8,8.33333333333333,1,2,1,1.5,"Restaurant",0
"2969","R_2s6jJKgu9CrZdit","Visual-Handwritten",0,2,25,5,5,5,5,6,6,6,6,"Restaurant",0
"2970","R_Z1Mt89Y5dNn8WIh","Auditory-Computer",1,1,23,1,2,1,1.33333333333333,8,7,7,7,"Restaurant",0
"2971","R_30jfBgQte6kB4DY","Auditory-Computer",1,1,20,4,5,4,4.33333333333333,5,3,3,3,"Restaurant",1
"2972","R_3hGvxZG9EGtPLnL","Visual-Handwritten",0,1,38,5,5,5,5,7,4,3,3.5,"Restaurant",0
"2973","R_1DRVF2sjRmwwiNG","Visual-Handwritten",0,1,20,6,7,6,6.33333333333333,3,2,4,3,"Restaurant",0
"2974","R_1hZqRT4PDR1MD00","Auditory-Computer",1,2,20,7,6,6,6.33333333333333,3,4,6,5,"Restaurant",1
"2975","R_6tbgHmMzqzhzPxf","Auditory-Computer",1,2,20,4,6,6,5.33333333333333,1,4,7,5.5,"Restaurant",0
"2976","R_2XiYOPW6o76vPoY","Auditory-Computer",1,1,23,4,5,5,4.66666666666667,1,5,5,5,"Restaurant",1
"2977","R_2uyp8BBljEP259x","Auditory-Computer",1,2,49,5,5,2,4,3,3,3,3,"Restaurant",0
